"GeneName","PearsonCorrelation","p.Standard","q.Standard"
"356","CYBRD1",-0.373228438686405,3.70529333888195e-08,5.70427205166443e-07
"357","ELOVL5",-0.373163825791336,3.72751545722973e-08,5.72240865904341e-07
"358","DNAJC9",0.373112998374785,3.74508627184271e-08,5.73332330006281e-07
"359","RFC4",0.372871706816502,3.82959057774284e-08,5.84635966783932e-07
"360","KIAA1324",-0.372808063338997,3.85218297596109e-08,5.86451415834597e-07
"361","CDC7",0.372732373030798,3.87921845906703e-08,5.8893134285318e-07
"362","EIF4EBP1",0.37266602607098,3.90306642095887e-08,5.90586640981463e-07
"363","MFAP4",-0.372642175707597,3.91167362543748e-08,5.90586640981463e-07
"364","ZNF224",-0.372588957557195,3.9309449460853e-08,5.91865751435914e-07
"365","TCEAL4",-0.372405259772046,3.99816846584482e-08,6.00338032122083e-07
"366","KIF18A",0.372251152795939,4.05541359614222e-08,6.07269822160122e-07
"367","SNORA5B",0.37206447327188,4.12581281382546e-08,6.12995632853838e-07
"368","TBRG4",0.37206447327188,4.12581281382546e-08,6.12995632853838e-07
"369","TCF4",-0.372060810667792,4.12720569751537e-08,6.12995632853838e-07
"370","ASPN",-0.372018736601488,4.14323883369958e-08,6.13713782771619e-07
"371","FMO5",-0.371937341271936,4.17442603111478e-08,6.16666693533893e-07
"372","MTUS1",-0.371731933268809,4.25413500287918e-08,6.26752334512163e-07
"373","SLC24A1",-0.371117688856921,4.50130815236742e-08,6.60921156926375e-07
"374","BYSL",0.371096255064676,4.51017739917191e-08,6.60921156926375e-07
"375","ZNF629",-0.370970677796516,4.56247902291177e-08,6.66802539605042e-07
"376","C21orf91",0.370931384834403,4.57896339104103e-08,6.67431897992836e-07
"377","IFNG",0.370898613839169,4.59275535006765e-08,6.67666511741464e-07
"378","DYNC2H1",-0.370402605292518,4.80643838448714e-08,6.96881943190612e-07
"379","PPAT",0.369928940640784,5.01938217840467e-08,7.25836304366356e-07
"380","CLK1",-0.369751764661827,5.10133835703787e-08,7.35746433624994e-07
"381","FAM49B",0.369630992273281,5.15793851525282e-08,7.41957138220947e-07
"382","RCC1",0.369377108756992,5.27889328967751e-08,7.5736835024202e-07
"383","RSBN1",-0.36916625782816,5.38141146042558e-08,7.66828057695261e-07
"384","RGL3",-0.369156555334742,5.38617461942633e-08,7.66828057695261e-07
"385","NAP1L3",-0.369155275972811,5.38680298709334e-08,7.66828057695261e-07
"386","HTRA1",-0.368994131383813,5.46651535716116e-08,7.76159361651139e-07
"387","NAT1",-0.368887318805698,5.51997421798061e-08,7.81263181319002e-07
"388","ZNF211",-0.368865468270237,5.53097188766756e-08,7.81263181319002e-07
"389","ALG3",0.368576077756435,5.67862426220767e-08,8.00031166270722e-07
"390","TRIM8",-0.368548220733366,5.69303535134367e-08,8.00031166270722e-07
"391","ADRM1",0.368304311614488,5.82072311053507e-08,8.15882870936408e-07
"392","JAM3",-0.36820201608088,5.87508942991543e-08,8.2140255046761e-07
"393","XIST",-0.368089761693144,5.93530920111882e-08,8.25625444455206e-07
"394","BAK1",0.368089551029353,5.93542276826988e-08,8.25625444455206e-07
"395","GOLGA8N",-0.368017163422487,5.97457005109054e-08,8.28447572153467e-07
"396","MAN1A2",-0.367996218749538,5.98594308502542e-08,8.28447572153467e-07
"397","TEX30",0.36792905372487,6.02255423185622e-08,8.3141497958564e-07
"398","RP3-406P24.1",0.367563107296379,6.22583400175267e-08,8.57318306035191e-07
"399","LOC100506403",-0.367407526352861,6.31423780903872e-08,8.62986881732755e-07
"400","LOC101928269",-0.367407526352861,6.31423780903872e-08,8.62986881732755e-07
"401","RUNX1",-0.367407526352861,6.31423780903872e-08,8.62986881732755e-07
"402","NFE2L3",0.367261274101579,6.39843822629551e-08,8.72319459216948e-07
"403","TK1",0.366385957712219,6.9253433960481e-08,9.41811304747879e-07
"404","RNASE4",-0.366328307290002,6.96146991277732e-08,9.44380949326164e-07
"405","MATR3",-0.365957034935932,7.19849480949421e-08,9.71724817329539e-07
"406","SNHG4",-0.365957034935932,7.19849480949421e-08,9.71724817329539e-07
"407","DIXDC1",-0.365767190731836,7.32266576096387e-08,9.8605793998222e-07
"408","NCAPG2",0.365597079071057,7.43567337321525e-08,9.98821250020712e-07
"409","PLA2G7",0.365513134432011,7.49205354517234e-08,1.00393407906955e-06
"410","C5orf45",-0.365345739321147,7.60570848430366e-08,1.01667805886192e-06
"411","HSPA14",0.365172096066107,7.72535228589648e-08,1.03015862570577e-06
"412","NUMA1",-0.364926153220663,7.89790508152541e-08,1.05061192562694e-06
"413","TSC1",-0.364846444061903,7.95461755288082e-08,1.05559393140493e-06
"414","LARP4B",0.36470034406396,8.05958211912669e-08,1.06693955412505e-06
"415","DNMT3A",0.364634320674227,8.10745074220293e-08,1.07069026578327e-06
"416","MCM7",0.364563621037312,8.1590120252282e-08,1.07490943483793e-06
"417","CHST11",0.364220083125697,8.41406329392987e-08,1.10574924726133e-06
"418","PIR",0.364194379680071,8.43345053346811e-08,1.10574924726133e-06
"419","SMC2",0.364131132329301,8.48133842305889e-08,1.10937404813118e-06
"420","SFT2D2",0.363631722343658,8.86873407870503e-08,1.15728406974292e-06
"421","ATG14",-0.363256837258092,9.17062382572614e-08,1.19383529858644e-06
"422","PCNA",0.363140616126866,9.26619883918747e-08,1.20341881320925e-06
"423","POLA2",0.362537799852276,9.7774484773058e-08,1.26681384456838e-06
"424","ATP5C1",0.362492669745344,9.81679245710985e-08,1.26891165107447e-06
"425","ZSCAN18",-0.362381229790151,9.91459583689855e-08,1.27853822643905e-06
"426","SF3B3",0.362342802445327,9.94853699699694e-08,1.27990357611788e-06
"427","PJA2",-0.36224623653253,1.00343216913117e-07,1.28742097482783e-06
"428","PMP22",-0.362224252757477,1.00539499099455e-07,1.28742097482783e-06
"429","P4HTM",-0.362188247826221,1.0086176444259e-07,1.28770533599797e-06
"430","TPBG",-0.362169315105126,1.01031620436029e-07,1.28770533599797e-06
"431","APBB2",-0.361899253410603,1.03484546689576e-07,1.31590901955501e-06
"432","GAS6",-0.361718142743997,1.05161412745471e-07,1.33276664587643e-06
"433","DEF8",0.361703661777098,1.05296607609555e-07,1.33276664587643e-06
"434","IDUA",-0.361661620698678,1.0569004924822e-07,1.3346641740907e-06
"435","CCPG1",-0.361510232532507,1.07118521236982e-07,1.34649799676669e-06
"436","DYX1C1-CCPG1",-0.361510232532507,1.07118521236982e-07,1.34649799676669e-06
"437","MYO5C",-0.361417142975765,1.0800606568337e-07,1.35454782007524e-06
"438","LOC145783",-0.361363716404785,1.08518629839115e-07,1.35477574810508e-06
"439","ZNF280D",-0.361363716404785,1.08518629839115e-07,1.35477574810508e-06
"440","PSMG1",0.36115890682626,1.10505215922669e-07,1.37644142095844e-06
"441","SAC3D1",0.360947984424556,1.12587501825298e-07,1.39919816072818e-06
"442","JADE2",-0.360704686153287,1.15036118738172e-07,1.42639426263235e-06
"443","BIRC5",0.360387160692464,1.18308623737939e-07,1.46366035080245e-06
"444","TNS1",-0.360210396195721,1.20168868110462e-07,1.48326396044068e-06
"445","CROCCP2",-0.360185371840943,1.20434474869166e-07,1.48326396044068e-06
"446","TRIM45",-0.360116148656119,1.21172138397665e-07,1.48608721716752e-06
"447","GLRX3",0.360112978908969,1.21206019644193e-07,1.48608721716752e-06
"448","ASNS",0.36006335535569,1.21737627891017e-07,1.48927347109545e-06
"449","CLK4",-0.360026938975104,1.22129170618317e-07,1.49073586142397e-06
"450","CHAC1",0.359865991844075,1.23874144393177e-07,1.50867532135445e-06
"451","MSH6",0.359804030969043,1.24552266096714e-07,1.51357074137613e-06
"452","CBX7",-0.359566788471524,1.27181761003352e-07,1.54210530622438e-06
"453","RAB11FIP2",-0.359532485971096,1.27566328453245e-07,1.54335376706047e-06
"454","RBM6",-0.359502216602304,1.27906605301647e-07,1.54406206109655e-06
"455","ADAMDEC1",0.359152149217681,1.31905653475551e-07,1.58568754429325e-06
"456","CD38",0.359149754204812,1.31933421444541e-07,1.58568754429325e-06
"457","S100A8",0.359011089007179,1.33550699705681e-07,1.60161305417809e-06
"458","HDGF",0.358910841589537,1.34731714095742e-07,1.61224852873236e-06
"459","PTTG3P",0.358532322492814,1.39281896778767e-07,1.66306651448323e-06
"460","SLC52A2",0.358499860148283,1.39678907346428e-07,1.66418126932515e-06
"461","HN1",0.358468593214796,1.4006232286811e-07,1.66512956334855e-06
"462","ZNF395",-0.358192864036603,1.43487420043785e-07,1.70215648439822e-06
"463","MARCH8",-0.357623470859167,1.50816038581167e-07,1.78522997559412e-06
"464","OR7E12P",0.357461955533363,1.52959308767207e-07,1.80363201026759e-06
"465","CCL20",0.357456752906183,1.5302882902632e-07,1.80363201026759e-06
"466","RFC2",0.357329081478902,1.54744355695845e-07,1.81993774672801e-06
"467","NBEA",-0.356878330986924,1.60949614463647e-07,1.88886401295796e-06
"468","EIF2S2",0.356797563476897,1.62086384212244e-07,1.89814031524385e-06
"469","DBNDD1",0.356657983270678,1.64069065601425e-07,1.91726213068887e-06
"470","POLI",-0.356626856033788,1.64514371790464e-07,1.91837549303918e-06
"471","KIAA0040",-0.356544654814843,1.656959127309e-07,1.92805101472884e-06
"472","MIR6840",-0.356066184243298,1.72736289365429e-07,1.99725205484639e-06
"473","PILRB",-0.356066184243298,1.72736289365429e-07,1.99725205484639e-06
"474","STAG3L5P-PVRIG2P-PILRB",-0.356066184243298,1.72736289365429e-07,1.99725205484639e-06
"475","ZFHX4",-0.355859811356672,1.75860541343862e-07,2.02905574436498e-06
"476","RGS5",-0.355835812721958,1.76227345309649e-07,2.02905574436498e-06
"477","DONSON",0.355622168815298,1.79525201873783e-07,2.06269339050673e-06
"478","ASAH1",-0.355313962302364,1.8438702382977e-07,2.1108290207256e-06
"479","KIZ",-0.355307834858141,1.84484947764839e-07,2.1108290207256e-06
"480","FRMD4B",-0.355169932127024,1.86702013262695e-07,2.1224139694752e-06
"481","SORBS3",-0.355156207197419,1.8692405954406e-07,2.1224139694752e-06
"482","CSAD",-0.355147560688857,1.87064075282697e-07,2.1224139694752e-06
"483","TTC3",-0.355124760780985,1.87433763212327e-07,2.1224139694752e-06
"484","TTC3P1",-0.355124760780985,1.87433763212327e-07,2.1224139694752e-06
"485","PDIA4",0.355035084467513,1.8889461159012e-07,2.13454572805139e-06
"486","AKAP12",-0.354788715036631,1.92964344334431e-07,2.17604780048101e-06
"487","MAN2B2",-0.354428794318915,1.99060992618182e-07,2.2401899078867e-06
"488","ADSL",0.353824414193306,2.09715353491998e-07,2.3552555565568e-06
"489","ORAI3",-0.353514409068165,2.15389935660459e-07,2.41403843083962e-06
"490","LPP",-0.353378486001244,2.17924051371153e-07,2.43745561649537e-06
"491","PDGFC",-0.353316564901585,2.19087928946235e-07,2.44548267323244e-06
"492","C16orf80",0.353144223099192,2.22358689080282e-07,2.47694654670425e-06
"493","NDST1",-0.352965324735431,2.25803282480422e-07,2.51021525143599e-06
"494","DCHS1",-0.352849290900602,2.28064687471214e-07,2.52591749655912e-06
"495","ARHGAP1",-0.35284557183999,2.28137526140759e-07,2.52591749655912e-06
"496","KIAA0232",-0.352562655233599,2.33744242252205e-07,2.5827768055879e-06
"497","GABBR2",0.352209088932624,2.40936536911334e-07,2.65553364419477e-06
"498","SNRPD3",0.352191592864601,2.4129788682244e-07,2.65553364419477e-06
"499","DKC1",0.35209452686724,2.43312047157086e-07,2.66166576823978e-06
"500","MIR664B",0.35209452686724,2.43312047157086e-07,2.66166576823978e-06
"501","SNORA56",0.35209452686724,2.43312047157086e-07,2.66166576823978e-06
"502","TIMELESS",0.351969945990828,2.4592073074694e-07,2.68484399514474e-06
"503","CHAF1A",0.351890155665926,2.47605548029891e-07,2.69786378744168e-06
"504","HNMT",-0.351816161599981,2.49177837878523e-07,2.70960826869128e-06
"505","NDUFAF4",0.351777768696967,2.49997402435174e-07,2.71313716440801e-06
"506","DNAJC16",-0.351717856048934,2.51281498067307e-07,2.72168354716332e-06
"507","MMP1",0.351680990452318,2.52074763985877e-07,2.72489042073326e-06
"508","TECPR2",-0.351602035498661,2.53781766653825e-07,2.73794258252076e-06
"509","CCL7",0.351110202001301,2.64666785585263e-07,2.84976660422397e-06
"510","CCT6A",0.35102670676737,2.66558449946634e-07,2.86091612002172e-06
"511","TUBA1B",0.351018446614483,2.66746292979162e-07,2.86091612002172e-06
"512","SLC25A5",0.350987954779469,2.67440800654022e-07,2.86276260144262e-06
"513","OGN",-0.35093278132692,2.68701875986842e-07,2.87065476386459e-06
"514","ARHGEF12",-0.350869980456494,2.70144209032207e-07,2.88044890218157e-06
"515","CTC-428G20.3",-0.35084326318141,2.70760061120511e-07,2.88140965241123e-06
"516","YBX1",0.350608617480089,2.76226800645473e-07,2.93388943977563e-06
"517","NFKBIE",0.35005968041598,2.89431215992632e-07,3.0681914713201e-06
"518","PEX13",0.349744777555067,2.97276292151952e-07,3.14527156010301e-06
"519","POLR2F",0.34966978107998,2.99174414353348e-07,3.15886541166363e-06
"520","FAF1",0.349648549942904,2.99713864774653e-07,3.15886541166363e-06
"521","LYN",0.349536778386934,3.02569179295022e-07,3.17430148643454e-06
"522","GPSM2",0.349519090862603,3.03023401462999e-07,3.17430148643454e-06
"523","TUBA1C",0.349502499271625,3.0345007226261e-07,3.17430148643454e-06
"524","PGAM1",0.349500745720165,3.03495200294619e-07,3.17430148643454e-06
"525","C14orf132",-0.349309812795413,3.08447477537642e-07,3.21995314270443e-06
"526","CXCL11",0.349044017712637,3.15470275994499e-07,3.2870047663961e-06
"527","ALG11",-0.348911843720553,3.19019218195314e-07,3.3113917017357e-06
"528","UTP14C",-0.348911843720553,3.19019218195314e-07,3.3113917017357e-06
"529","NASP",0.348729656419855,3.23973661938116e-07,3.3564614617208e-06
"530","TMEM204",-0.348645460256338,3.26288085414459e-07,3.36585464204323e-06
"531","LYZ",0.348636392182932,3.26538293617318e-07,3.36585464204323e-06
"532","SPTBN2",0.348629711870612,3.26722735536752e-07,3.36585464204323e-06
"533","AMD1",0.348542159858773,3.29149252147338e-07,3.38449047276713e-06
"534","CTF1",-0.348466948183688,3.31247502633478e-07,3.39927957581643e-06
"535","TBC1D5",-0.348443309104566,3.31909620980723e-07,3.39927957581643e-06
"536","SLC22A5",-0.348424112337098,3.32448243205056e-07,3.39927957581643e-06
"537","LHFP",-0.348126478024778,3.40906924478665e-07,3.47927830654857e-06
"538","IFT88",-0.34799467478211,3.44718106628229e-07,3.51163567416875e-06
"539","MZF1",-0.347217021382272,3.68046996995358e-07,3.74233055597352e-06
"540","ANP32B",0.347179259411699,3.69217399157465e-07,3.74727901621618e-06
"541","HHAT",-0.347054736498965,3.73102144769783e-07,3.77970680650051e-06
"542","GOLGB1",-0.346890754807346,3.78277510788541e-07,3.82506542869821e-06
"543","C5orf30",-0.346513286000685,3.90452652716381e-07,3.9409069472542e-06
"544","NAV3",-0.346406935365476,3.93950012548324e-07,3.95744967326962e-06
"545","CSAG2",0.346397615934031,3.94257906158233e-07,3.95744967326962e-06
"546","CSAG3",0.346397615934031,3.94257906158233e-07,3.95744967326962e-06
"547","TBC1D31",0.346265307313405,3.9865397562997e-07,3.99004554380537e-06
"548","TGFB1I1",-0.346248094332791,3.99229323292398e-07,3.99004554380537e-06
"549","NDFIP1",-0.346234348823542,3.99689339658353e-07,3.99004554380537e-06
"550","PFDN2",0.346103963411032,4.04078166719102e-07,4.02652433250816e-06
"551","BBS4",-0.345899896807612,4.11039694060141e-07,4.08846041374456e-06
"552","NIP7",0.345821214588942,4.13754348139952e-07,4.10800653058154e-06
"553","ERP44",0.345755537592004,4.1603341124778e-07,4.12316496295462e-06
"554","GAL",0.345285016595754,4.32715307608422e-07,4.273925666951e-06
"555","DCLRE1B",0.345282532660092,4.32805045921049e-07,4.273925666951e-06
"556","DHCR7",0.345199863305541,4.35801843633968e-07,4.29577873520338e-06
"557","FBLN1",-0.345122552643401,4.38622315981866e-07,4.31581838536409e-06
"558","APPL2",-0.345000430599496,4.43113170273542e-07,4.35219245485575e-06
"559","MICALL1",0.344860278419989,4.48321185441795e-07,4.39546763252334e-06
"560","RAD54L",0.344343742228331,4.68024964076704e-07,4.58045503192374e-06
"561","CEP68",-0.344094563269973,4.77823317157221e-07,4.66801357066992e-06
"562","C1QTNF3",-0.343775408297376,4.9065972284181e-07,4.78488744010542e-06
"563","TMBIM4",-0.343467173659989,5.03369075770782e-07,4.90010931609308e-06
"564","MRPS33",0.34342722024222,5.05039298480542e-07,4.90765134317447e-06
"565","AUNIP",0.343345218998382,5.08483892008577e-07,4.93237836501025e-06
"566","BCR",0.343225995363038,5.13532119188297e-07,4.97254604224011e-06
"567","RHOB",-0.343166131275138,5.16084928307269e-07,4.98598608849158e-06
"568","DUSP2",0.343150824009513,5.16739625217957e-07,4.98598608849158e-06
"569","RALGAPA1",-0.343099233892562,5.18951997666193e-07,4.99853288834125e-06
"570","DKK3",-0.343016763818768,5.22507412236803e-07,5.02394911805166e-06
"571","DOCK1",-0.342973908809555,5.24364130846017e-07,5.03297183570957e-06
"572","CBS",0.342917679092036,5.26809874431091e-07,5.04662798925576e-06
"573","RFWD3",0.342898912871801,5.27628543352805e-07,5.04662798925576e-06
"574","KIR3DL2",0.342803252163217,5.31820617882065e-07,5.07786218889721e-06
"575","CILP",-0.342618452387305,5.40009202968105e-07,5.1402335812692e-06
"576","E2F3",0.342613534215316,5.40228766021114e-07,5.1402335812692e-06
"577","RNASEH2A",0.342456298242352,5.47293380576736e-07,5.19842777656202e-06
"578","DMXL1",-0.342296293616775,5.54572892313677e-07,5.25845826219324e-06
"579","NUP205",0.342266357075355,5.55945100482091e-07,5.26236509745327e-06
"580","IQSEC1",-0.342230359756439,5.57599410523923e-07,5.26892412610828e-06
"581","AFF1",-0.342068971385509,5.65074194186761e-07,5.32447121925063e-06
"582","PDIA6",0.342058013243899,5.65585179090471e-07,5.32447121925063e-06
"583","ELK3",-0.342035352401259,5.66643267862663e-07,5.32447121925063e-06
"584","PPP3CB",-0.342018365929182,5.67437645652217e-07,5.32447121925063e-06
"585","CIAPIN1",0.341999195948406,5.68335412850935e-07,5.32447121925063e-06
"586","SNRPG",0.341753455168776,5.79964706655492e-07,5.4241486370437e-06
"587","YTHDC2",-0.341670415808217,5.83945506979563e-07,5.44322767476531e-06
"588","MATN3",-0.341655208818303,5.8467733057946e-07,5.44322767476531e-06
"589","CDC42EP1",0.341648836871201,5.84984235386199e-07,5.44322767476531e-06
"590","SQLE",0.341539253061647,5.9028646491117e-07,5.48325503025006e-06
"591","RPP40",0.341496455487016,5.9236966325553e-07,5.49329548600617e-06
"592","DCN",-0.341262293827608,6.03892441866247e-07,5.58491522309875e-06
"593","SYF2",-0.341254340447508,6.04287549321627e-07,5.58491522309875e-06
"594","CXCL5",0.341191787977085,6.07403639762819e-07,5.60426389549775e-06
"595","PCF11",-0.34111393020079,6.11303602418392e-07,5.63076784188559e-06
"596","IGFBP6",-0.341026442191905,6.15714468258667e-07,5.66188092425415e-06
"597","MFHAS1",0.340888340938282,6.22738971365189e-07,5.71688355201466e-06
